TITLE,Topic
"""What The Russia-Ukraine Crisis Could Mean For India""",War
"""Live: Russian invasion reaches the outskirts of Ukraine's capital following missile attacks""",War
"""Ukraine Fights Back Against Russia as West Ramps Up Sanctions""",War
"""Daniil Medvedev, new World No. 1, calls for peace after Russia invades Ukraine: People need to stay together""",War
"""India stops buying sunoil as Ukraine conflict maroons shipments""",War
"""Russia-Ukraine live updates: Rockets strike Kyiv amid invasion, Ukraine says; U.S. fears capital could soon fall""",War
"""Russia-Ukraine War: Bitcoin donations soar for Ukrainian army""",War
"""John Cena sparks backlash after appearing to use Russia’s invasion of Ukraine to promote his show Peacemaker - The Independent""",War
"""Share Market LIVE: Sensex rallies 1600 pts, Nifty near 16750, indices defy Russia-Ukraine war; ICICI Bank up - The Financial Express""",War
"""War crimes court prosecutor concerned over invasion of Ukraine""",War
"""Russia-Ukraine invasion latest news: Zelenskiy accuses Putin of strikes on civilian targets – live updates""",War
"""Jewish communities pray for peace after Russian invasion of Ukraine""",War
"""QuickCheck: Misinformation &#039;twitterstorm&#039; on the Ukraine crisis on social media""",War
"""Ukraine crisis: Perth’s Ukrainian community gather to pray, fearing worst for family, country in midst of war""",War
"""Biden names DHS as lead agency for Russia-Ukraine impacts on US – despite GOP call for Mayorkas to resign""",War
"""Ukraine's Zelenskiy says Russian actions show sanctions not enough""",War
"""Russia’s Ukraine Invasion Is Terrifying""",War
"""Russia Ukraine War: Priyanka Chopra seeks assistance, says 'innocent lives living in this war zone'""",War
"""World Bank preparing ways to support Ukraine as fallout assessed""",War
"""Analysis: Russia-Ukraine crisis reshaping Joe Biden's presidency""",War
"""Officials say Ukraine no longer in control of Chernobyl site""",War
"""Air India flight to evacuate trapped Indians from war-hit Ukraine - Hindustan Times""",War
"""Want to support the people in Ukraine? Here's how you can help""",War
"""US-Russia Cooperation on ISS to Continue Despite Ukraine Invasion: NASA""",War
"""Ukraine-Russia crisis: Families in Jenkintown, Pennsylvania pray for peace""",War
"""Arnold Schwarzenegger: I hope sanity will prevail in Ukraine conflict""",War
"""New No. 1 Medvedev: Watching Russia-Ukraine news ‘not easy’""",War
"""Companies shut Ukraine operations""",War
"""Ukraine’s Zelenskiy says Russian actions show sanctions not enough""",War
"""Companies shut Ukraine operations""",War
"""Propaganda and fake videos of Ukraine invasion bombard users""",War
"""Appoint Nodal Officer to coordinate evacuation of 5000 Tamil students from Ukraine: MK Stalin writes to Jaishankar""",War
"""91 students from Karnataka stranded in Ukraine""",War
"""About 5,000 US troops arrive in Poland amid Russia-Ukraine war: report""",War
"""Japan Tobacco halts Ukraine plant as fighting intensifies""",War
"""Ukraine war will impact economy: Treasurer""",War
"""Facebook letting Ukraine users lock their social profiles for security; Twitter lists out tips as well""",War
"""Ukraine war: The world needs a united West to contain Russian aggression""",War
"""Newborns moved into bomb shelter after Russian missiles target Ukraine's Dnipro""",War
"""Klitschkos ready to fight for Ukraine""",War
"""Klitschkos ready to fight for Ukraine""",War
"""Kings, Nuggets Join Together Before Game in Support of Ukraine, Ukrainian Players""",War
"""‘Save us!’: Hundreds of Israelis stuck in Ukraine call Foreign Ministry hotline""",War
"""'Putin is Hitler': Hundreds of Russians protest in Moscow against Putin's war in Ukraine""",War
"""Propaganda, fake videos of Ukraine invasion bombard users""",War
"""Russia invades Ukraine: The challenge before India""",War
"""Sean Penn in Ukraine making documentary""",War
"""Russia-Ukraine war news: 16k Indians likely to be evacuated via Ukraine's neighbours""",War
"""Russia-Ukraine war: Stranded Kanpur students anxious about safe return to country""",War
"""Biden says the US will 'defend every inch of NATO territory' after Russia's invasion of Ukraine. So which countries does that include?""",War
"""Missiles hit Kyiv as Ukraine capital girds for Russian assault""",War
"""Russia seizes airport near Kyiv as Ukraine capital girds for assault""",War
"""Ukraine conflict: Kyiv braces for assault as Russian forces close in on Capital""",War
"""Putin's invasion of Ukraine attacks its history, reveals imperial instincts""",War
"""Russia-Ukraine crisis: India economy to be among worst hit in Asia - Nomura""",War
"""Klitschko brothers, former heavyweight boxing champions, to take up arms for Ukraine""",War
"""Hacking collective Anonymous appears to declare war on Putin after Russia invades Ukraine""",War
"""Hacking collective Anonymous appears to declare war on Putin after Russia invades Ukraine - Fox News""",War
"""Ukraine-Russia crisis is putting children and adolescents at grave risk: UN body""",War
"""Russia-Ukraine war news updates: Air raid sirens wail across Lviv in western Ukraine""",War
"""Mitch McConnell has urged Biden to 'ratchet the sanctions all the way up' against Russia after its attack on Ukraine""",War
"""Ukraine conflict propels Aussie grains""",War
"""Ukraine conflict propels Aussie grains""",War
"""Dialogue, diplomacy best way forward to defuse Russia-Ukraine crisis: India""",War
"""Sean Penn currently in Ukraine working on documentary about Russian invasion""",War
"""Russia-Ukraine: Putin must and will fall – EU talks tough""",War
"""MIDF: Russia-Ukraine conflict has minimal impact on Malaysia’s exports""",War
"""FirstFT: Russian troops storm Ukraine""",War
"""Gauahar Khan reacts to Russia-Ukraine war. Says watch out for the fascist leaders, act against bigotry""",War
"""Will Russia's invasion of Ukraine push Europe towards energy independence and faster decarbonisation?""",War
"""EXPLAINER: Deciding when to use 'invasion' label in Ukraine""",War
"""Damage to Residential Building in Kyiv After Explosions Seen in Ukraine Capital""",War
"""Priyanka Chopra requests help for Ukraine amid Russian invasion: ‘There are innocent lives in this war zone’""",War
"""Biden deploys 7,000 US troops to Germany amid Ukraine invasion - ‘Freedom will prevail’""",War
"""This is how the Russian-Ukraine conflict affects Africa""",War
"""Vizag student stranded in Ukraine says she is safe in a bunker""",War
"""Russia-Ukraine war: US issues warning to countries of the world, reveals next action""",War
"""Ukraine is crowdfunding to shore up its defense against the Russian military""",War
"""PM Modi Speaks To Putin, Urges ""Immediate Cessation Of Violence"" In Ukraine - NDTV""",War
"""Flight tracking data shows aircraft diverting around Ukraine amid the conflict""",War
"""Flight tracking data shows aircraft diverting around Ukraine amid the conflict""",War
"""Flight tracking data shows aircraft diverting around Ukraine amid Russia conflict""",War
"""Why is Russia invading Ukraine? Countries share complex history, but Putin attack for simple reason""",War
"""Why is Russia invading Ukraine? Countries share complex history, but Putin attack for simple reason""",War
"""Kyiv under threat as Russia presses invasion of Ukraine""",War
"""Ukraine's capital under threat as Russia presses invasion""",War
"""Russian troops press on Kyiv; Ukraine president to fight on""",War
"""Russia vetoes UN resolution to end Ukraine invasion""",War
"""Ukraine-Russia war: Airspace closure won't impact flights from India to Europe, North America""",War
"""Ukraine invasion latest: Russia shells Kyiv in ‘horrific rocket strikes not seen since 1941’""",War
"""Cities across the globe light up in blue and yellow in solidarity with Ukraine""",War
"""Former heavyweight world champion vows to take up arms in Ukraine""",War
"""Former heavyweight world champion vows to take up arms in Ukraine""",War
"""Former heavyweight world champion vows to take up arms in Ukraine""",War
"""Former heavyweight world champion vows to take up arms in Ukraine""",War
"""Asian shares rebound but markets eye long-term Russia-Ukraine risk - Reuters""",War
"""First satellite pics after Ukraine invasion show civilians hit by Russian airstrikes""",War
"""Russia-Ukraine conflict’s impact on Philippines trends online""",War
"""Ukraine, ô peine""",War
"""As Russia wages cyber war against Ukraine, here's how Australia (and the rest of the world) could suffer collateral damage""",War
"""U.S. stock futures fall amid Ukraine invasion jitters, despite late rally on Wall Street - MarketWatch""",War
"""How War in Ukraine Threatens the World’s Economic Recovery""",War
"""How Russia’s invasion of Ukraine will hit the global economy""",War
"""Russia, Ukraine and the doomed 30-year quest for a post-Soviet order""",War
"""Russia’s Ukraine invasion rattles banks, boardrooms and supply chains""",War
"""How Russia’s invasion of Ukraine will hit the global economy""",War
"""Russia, Ukraine and the doomed 30-year quest for a post-Soviet order""",War
"""How the Ukraine-Russia War Could Impact the Global Economic Recovery from Covid - Bloomberg""",War
"""Ukraine Crisis: Ukrainian in Glasgow tells of fear for family in first dramatic hours of conflict""",War
"""Facebook users posting video game footage, saying it’s Ukraine""",War
"""Russian invasion of Ukraine: Attack on Kyiv – what you missed overnight""",War
"""Prolonged Ukraine crisis, high crude prices may push India's import bill up by 15%: Experts""",War
"""Sean Penn in Ukraine to continue work on documentary about Russian invasion""",War
"""Klitschko brothers to take up arms to defend Ukraine against Russia""",War
"""Ukraine says missiles targeting civilian areas of Kyiv as Russian forces close in""",War
"""Wheat prices boom after Russian invasion of Ukraine""",War
"""Russian Invasion Kills 137, Wounds 316 in Ukraine""",War
"""WATCH: Loud explosions heard in central Kyiv as Russian army rolls towards Ukraine’s capital city""",War
"""Stranded South African students in Ukraine hiding in subways, desperate to come home""",War
"""How a German state helped Moscow push a pipeline, weakening Ukraine""",War
"""Financial planners urge no rash decisions in market due to Ukraine invasion""",War
"""Ukraine crisis: US Secretary of State Antony Blinken says Vladimir Putin wants new ‘Soviet Empire’""",War
"""Map shows EXACT location of 'very strategic corridor' as 'heavy airstrikes' hammer Ukraine""",War
"""Ukraine central bank bans payments to Russia, Belarus""",War
"""DC protesters supporting Ukraine gather outside Russian embassy, White House: 'Sanctions now!'""",War
"""Ukraine president says his country ‘has been left to fight alone’ as hundreds killed or injured""",War
"""Ukraine central bank bans payments to Russia, Belarus""",War
"""Latest images from Ukraine: Civilians in line of fire as Russia declares war""",War
"""Ukraine-Russia Crisis: Facebook, Twitter Highlight Security Steps for Users""",War
"""Oil has stabilised a bit after Ukraine shock – but R21 petrol is very much on the cards""",War
"""As Russia invades Ukraine, celebs come in support of peace""",War
"""Russia-Ukraine war new update: Hackers' group declares 'cyber war' on Russia""",War
"""Deeper Economic Impact On India Likely From Russia-Ukraine Conflict""",War
"""Haas F1 team to drop Russian sponsor colours in Barcelona in Protest of Ukraine invasion""",War
"""Ukraine downs Russian plane over Kyiv""",War
"""Bernie Sanders calls for world to ‘defend democracy’ in response to Russian invasion of Ukraine""",War
"""Bernie Sanders calls for world to ‘defend democracy’ in response to Russian invasion of Ukraine""",War
"""Russia-Ukraine war updates: Man breaks down as he bids adieu to daughter in Kyiv""",War
"""Hundreds protest Russian invasion of Ukraine outside San Francisco City Hall""",War
"""Tampa group evacuating Americans in Ukraine""",War
"""Oil prices surge on Ukraine invasion""",War
"""Meridian responds to Ukraine crisis with $50K donation to fundraising appeal for humanitarian relief""",War
"""Sean Penn currently in Ukraine working on documentary about Russian invasion""",War
"""Boxing legends Wladimir and Vitali Klitschko brothers to take up arms for Ukraine against Russia""",War
"""From 'Vladdy daddy' to fake TikToks: how to guide your child through Ukraine news online""",War
"""Ukraine invasion costs Russia Champions League final hosting""",War
"""New No. 1 Medvedev: Watching Russia-Ukraine news ‘not easy’""",War
"""Global central banks were on the same page, Ukraine crisis may reshape that""",War
"""Russia-Ukraine war: Sensex jumps over 1,100 points, Nifty up at 16,600""",War
"""What Nato is doing now in response to the Russia invasion of Ukraine""",War
"""Why Russia invaded Ukraine""",War
"""The geography of Ukraine explained""",War
"""Chinese firms expect limited impact from Ukraine crisis; some seek to benefit""",War
"""Why Israel is having trouble picking sides in Russia’s war on Ukraine""",War
"""India's stance on Ukraine-Russia crisis an 'unresolved' issue, says Joe Biden""",War
"""Ukraine invasion may hit chip supply chain – analysts""",War
"""Ukraine invasion: Explosions in Kyiv as UK reports ‘fierce resistance’ across the nation""",War
"""Consul General of Ukraine works to build international relations""",War
"""Arnold Schwarzenegger: I hope sanity will prevail in Ukraine conflict""",War
"""Arnold Schwarzenegger: I hope sanity will prevail in Ukraine conflict""",War
"""Russia-Ukraine war news updates: Govt calls on hacker underground to defend against Russia""",War
"""Russia-Ukraine war: Anxious parents of stranded students appeal to govt for help""",War
"""F1’s Sebastian Vettel won’t race in Russia after attack on Ukraine""",War
"""China Boosts Liquidity Support as Ukraine Conflict Roils Markets""",War
"""Drivers poised to pay even more at the pump as Russia-Ukraine crisis threatens energy markets""",War
"""Drivers poised to pay even more at the pump as Russia-Ukraine crisis threatens energy markets""",War
"""Why is Russia attacking Ukraine? Here are 5 reasons Putin and others have given for the invasion""",War
"""How Russia's false flags helped launch a war in Ukraine""",War
"""Airline industry shifts attention to Russia risks after Ukraine closure""",War
"""Glenn Greenwald questions why America hasn't done 'everything we could' to stop Russia-Ukraine war""",War
"""UN allocates $20 million to scale up Ukraine humanitarian aid""",War
"""Ukraine ambassador to M'sia hits out at Putin over needless bloodshed""",War
"""Kings, Nuggets show solidarity with Len, Ukraine""",War
"""Airline industry shifts attention to Russia risks after Ukraine closure""",War
"""Airline industry shifts attention to Russia risks after Ukraine closure""",War
"""Ukraine war: Ukrainian Twitter account posts cartoon depicting Adolf Hitler and Vladimir Putin""",War
"""Boxing-Klitschko brothers to take up arms and fight for Ukraine""",War
"""Companies suspend Ukraine operations, assess impact of sanctions on Russia""",War
"""Ukraine conflict: UNSC vote on resolution on Russia scheduled for Friday""",War
"""US intel predicted Russia's invasion plans for Ukraine war: Did it matter?""",War
"""Tim Cook tweets Apple 'will be supporting local humanitarian efforts' in Ukraine""",War
"""Ukraine flags fly in Europe against Putin's 'surreal war'""",War
"""Russia, Ukraine conflict pushes Nippon Steel to tap alternative sources of iron ore""",War
"""What unites David Faitelson with Ukraine""",War
"""Boxing-Klitschko brothers to take up arms and fight for Ukraine""",War
"""Large explosions heard in Kyiv, the capital of Ukraine""",War
"""Missile strike hits border post in southeast Ukraine""",War
"""Boxing-Klitschko brothers to take up arms and fight for Ukraine""",War
"""Trump, who was impeached for withholding nearly $400 million in military aid from Ukraine, said 'this deadly Ukraine situation would never have happened' if he were in office""",War
"""Is international law powerless against Russian aggression in Ukraine? No, but it's complicated""",War
"""137 civilians, soldiers killed, says Ukraine""",War
"""137 civilians and soldiers killed, says Ukraine""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Russia will be allowed to compete in this year's Eurovision Song Contest despite invasion of Ukraine, organizers say""",War
"""Russia Ukraine War: Chernobyl, site of world's worst nuclear disaster, captured by Russian forces""",War
"""Have plan in place to help Malaysians in Ukraine’s neighbouring countries return quickly, Wisma Putra told""",War
"""‘This War of Mine’ Developer Donating All Profits From Game In Support Of Ukraine""",War
"""Tucker Carlson: These should be America's top three goals amid Russia-Ukraine war""",War
"""Futures Movers: U.S. stock futures fall amid Ukraine invasion jitters, despite late rally on Wall Street""",War
"""Russia-Ukraine war news: Chernobyl power plant captured by Russian forces, says Ukranian PM""",War
"""A recap of what happened between Russia, Ukraine""",War
"""Ukraine players get standing ovation in Spain after emotional loss""",War
"""How the Russia-Ukraine crisis will affect energy costs for Americans """,War
"""‘The Simpsons’ predicted the Ukraine invasion by Russia in 1998 episode (VIDEO)""",War
"""Oil tops $105 per barrel after Russia attacks Ukraine""",War
"""ABC News’ Martha Raddatz And Ian Pannell On The Human Side Of The Russian Invasion Of Ukraine""",War
"""Explained: Why students from Punjab, Haryana go to Ukraine to study medicine - The Indian Express""",War
"""Think before you share: How to find accurate information as the crisis in Ukraine unfolds""",War
"""IMF, World Bank chiefs warn of global impacts from Ukraine war""",War
"""Vigil In Boston Calls For End To The War In Ukraine""",War
"""Jared Leto and Penelope Cruz among those expressing solidarity with Ukraine""",War
"""Jared Leto and Penelope Cruz among those expressing solidarity with Ukraine""",War
"""Jared Leto and Penelope Cruz among those expressing solidarity with Ukraine""",War
"""Explosions in Kyiv as US calls Ukraine president Russia’s ‘prime target’""",War
"""'The threat of war was close': ex-actor Ix Shen, who is in Kyiv, Ukraine""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Twitter 'mistakenly' blocked accounts sharing info on Russian-Ukraine war""",War
"""Russia-Ukraine war news: Ukranian army provides 10,000 assault rifles to locals to defend country""",War
"""‘Very sad situation’: Local political scientist explains tension behind Russia’s invasion of Ukraine""",War
"""Russia-Ukraine Crisis Day 2: Here's What We Know So Far""",War
"""Multilingual journalist wows social media with reporting on Ukraine crisis in six languages (VIDEO)""",War
"""Reaction throughout Central California as Russia invades Ukraine""",War
"""Who are Ukraine’s Jews, and how is Russia’s invasion affecting them?""",War
"""Explosions light up the sky over Kiev as Ukraine shoots down Russian aircraft""",War
"""How Russia's invasion of Ukraine will ripple through the global economy and affect Australia""",War
"""Explosions heard in Kyiv as Russian forces continue assault in Ukraine""",War
"""Ukraine risk but Asia tracks Wall St rally""",War
"""Ukraine risk but Asia tracks Wall St rally""",War
"""Companies shut Ukraine operations, assess impact of sanctions on Russia""",War
"""China refuses to call Russian attack on Ukraine an ‘invasion,’ deflects blame to US""",War
"""Companies shut Ukraine operations, assess impact of sanctions on Russia""",War
"""Ukraine capital Kyiv under heavy Russian attack""",War
"""Actor Sean Penn in Ukraine to continue filming documentary on Russian invasion""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Explosions heard in Kyiv as Russia presses Ukraine assault""",War
"""Facebook and Twitter suggest users in Ukraine close or lock their accounts to protect them from hackers and manipulation amid Russian invasion""",War
"""Fed Officials Signal March Rate Hike on Track Despite Ukraine""",War
"""Wheat, fuel, and microchips: How the Ukraine crisis could hit supply chains""",War
"""Biden Hits Russia With Broad Sanctions for Putin’s War in Ukraine""",War
"""Macron Says He Had Frank, Quick Talk with Putin: Ukraine Update""",War
"""India sending teams to Ukraine borders to help evacuate its nationals""",War
"""Explainer: Why Russia and Ukraine are fighting for Chernobyl disaster site""",War
"""Russia-Ukraine crisis live updates | U.S. condemns report of hostages at Chernobyl""",War
"""I'm Russia's No.1 target, my family No.2: Ukraine President Zelensky vows to stay in Kyiv amid invasion""",War
"""How you can talk to your kids about the crisis in Ukraine""",War
"""Russia-Ukraine war: Economic power is the West's best weapon against Putin""",War
"""Civilians and veterans helping evacuate Americans from Ukraine: 'Never leave an American behind'""",War
"""Mapping the Russian invasion of Ukraine""",War
"""Syrian govt decides measures to overcome possible impact of Ukraine crisis""",War
"""Gold rises with Russia-Ukraine situation in focus - Moneycontrol.com""",War
"""Ukraine crisis challenges oil industry caution at high prices""",War
"""Ukraine leader Zelenskyy says he's Russia's 'target No. 1'""",War
"""EU Approves ‘Massive’ Sanctions On Russian Banks And Imports Following Ukraine Invasion""",War
"""Victor Davis Hanson: Russia's Ukraine invasion a wake-up call to AOC and 'Squad'""",War
"""China, seemingly surprised by sudden Ukraine incursion, denies backing Russian attacks""",War
"""Boxing legends 'take up arms' for Ukraine against Russia""",War
"""Asian shares track Wall St rally; markets eye long-term Ukraine risk""",War
"""Asian shares track Wall St rally; markets eye long-term Ukraine risk""",War
"""Private group mounts evacuation of Americans from Ukraine amid Russian assault""",War
"""Russia-Ukraine war: Stranded Nigerians send SOS to Buhari, demand evacuation""",War
"""Japan to sanction chip exports to Russia over Ukraine""",War
"""Facebook and Telegram become tools of Russia-themed misinformation during Ukraine invasion""",War
"""Vitali and Wladimir Klitschko ready to fight for Ukraine""",War
"""Russia-Ukraine War Seems To Be History Repeating Itself""",War
"""Russia-Ukraine war news updates: Missiles rain down around Ukraine""",War
"""Russia Ukraine War: Joe Biden says 'consulting India', rules out sending troops to Ukraine""",War
"""Hong Kong stocks rebound as Alibaba leads recovery, sell-off stoked by Ukraine crisis deemed excessive""",War
"""Mapped: Russia's invasion of Ukraine""",War
"""Private group mounts evacuation of Americans from Ukraine amid Russian assault""",War
"""Capitals star Alexander Ovechkin keeps distance from media after Russia’s invasion of Ukraine""",War
"""Tucker Carlson changes his tune after echoing Kremlin talking points, says Putin 'is to blame' for the Ukraine invasion and 'what Russia has done is awful'""",War
"""The Simpsons predicted ‘sad’ Russian invasion of Ukraine: ‘We thought things would get bad’""",War
"""Financial markets will take time to digest impact of Putin’s invasion of Ukraine""",War
"""‘I WOULD FIGHT’: Boxing greats Vitali, Wladimir Klitschko to defend native Ukraine""",War
"""'Shut up BBC for God's sake!' Ukraine fury over NATO report as Putin wages terrifying war""",War
"""Hoeven requesting prisoner held in Ukraine be brought home amid Russian invasion""",War
"""Russia-Ukraine war: Vladimir Putin needs to understand NATO is nuclear alliance, says French foreign minister""",War
"""Trump Praises Putin As A ""Genius"" For ""Taking Over A Country"" Amid Russia-Ukraine Conflict""",War
"""Valley congressmen condemning Russia's invasion of Ukraine""",War
"""Biden takes veiled swipe at China in condemning Russia backers on Ukraine""",War
"""Angelina Jolie voices her concern after Russia invades Ukraine""",War
"""Emotions run high as Ukraine team plays""",War
"""Emotions run high as Ukraine team plays""",War
"""What can the West do to help Ukraine? It can start by countering Putin's information strategy""",War
"""After Moscow's war on Ukraine, European Union bans priority access of Russian diplomats""",War
"""Klitschko brothers, hall of fame boxers, vow to defend Ukraine, say Putin wants to ‘restore fallen empire’""",War
"""Bitcoin loses $33.19bn, slips to $35k as Russia invades Ukraine""",War
"""The humanitarian crisis in Ukraine and Poland's involvement""",War
"""Russia-Ukraine war: 'Pray for the safety of the Ukrainian people,' says Chicago pastor""",War
"""Russia-Ukraine war news updates: The worst sunrise in my life, says Ukrainian who woke up to attack""",War
"""US aviation regulator adds Ukraine, Belarus, parts of Russia to no-fly zone""",War
"""‘She’s Back’: MSNBC’s Rachel Maddow Cuts Hiatus Short To Cover Russia’s Invasion Of Ukraine""",War
""": Watch out for the ‘angry U.S. consumer’ as Russian invasion of Ukraine threatens America’s fight against inflation""",War
"""Zelensky says Ukraine ‘left alone’ to face Russian invasion, 137 killed on 1st day""",War
"""Oil prices surge 2per cent as Russian invasion of Ukraine rings supply alarm bells""",War
"""Ukraine crisis challenges oil industry caution at high prices""",War
"""Russia ‘unlikely’ achieved military goals in first wave of Ukraine invasion amid ‘fierce resistance’, UK says""",War
"""From Chernobyl to Russian allies: Stanford expert explains Russia-Ukraine conflict""",War
"""'Gutfeld!' on Russia-Ukraine crisis""",War
"""Ukraine Invasion: How to Help Refugees and Others Affected - CNET""",War
"""The Economic Stakes of Russia's Ukraine Invasion""",War
"""Putin hosts Pakistan prime minister amid Russia’s Ukraine invasion""",War
"""Ukraine says 137 killed in Russian assault""",War
"""Local Ukrainian-Canadians watch as Russia invades Ukraine""",War
"""Local Ukrainian-Canadians watch as Russia invades Ukraine""",War
"""Local Ukrainian-Canadians watch as Russia invades Ukraine""",War
"""Local Ukrainian-Canadians watch as Russia invades Ukraine""",War
"""Napa resident in Ukraine evacuates country amid Russia crisis""",War
"""China Boosts Liquidity Support as Ukraine Conflict Roils Markets""",War
"""'Hannity' on Russia-Ukraine conflict""",War
"""Republicans At CPAC Would Rather Talk About The Southern Border Than Ukraine""",War
"""Ukraine invasion: Australia, Japan impose more sanctions on Russia as Scott Morrison slams China for offering Moscow a ‘lifeline’""",War
"""Ukraine basketballers get standing ovation in Spain after emotional loss""",War
"""Investors regain risk appetite; dollar, oil pare gains after Ukraine invasion""",War
"""Indian students in Ukraine: Into bomb shelters, out of cash & options - Times of India""",War
"""Russia-Ukraine war news: US ready to accept Ukrainian refugees fleeing invasion, says White House official""",War
"""'It's not a game': Australian photojournalist witnesses Ukraine invasion - 9News""",War
"""As Ukraine war heats up, cooking oil prices to rise - The Indian Express""",War
"""Euro tries to recover after tumbling on Russian invasion of Ukraine """,War
"""Gas, food prices expected to rise in Minnesota due to Russian attack on Ukraine""",War
"""Peta Murgatroyd Asks Fans To Pray For Maksim Chmerkovskiy While He Is In Ukraine: ‘My Pain Is Overwhelming’""",War
"""There's no purgatory for war criminals. They go straight to hell: Ukraine confronts Russia at UNSC""",War
"""‘Worse before it gets better’: Australia’s petrol prices to jump as Russia invades Ukraine""",War
"""‘Worse before it gets better’: Australia’s petrol prices to jump as Russia invades Ukraine""",War
"""‘Worse before it gets better’: Australia’s petrol prices to jump as Russia invades Ukraine - Sydney Morning Herald""",War
"""Ukraine basketballers get standing ovation in Spain after emotional loss""",War
"""Rabobank tips 60pc surge in wheat prices if Russia-Ukraine crisis stretches to July and hits Black Sea harvest""",War
"""Japan Tobacco Halts Ukraine Plant as Fighting Intensifies""",War
"""Attacks across Ukraine leave 137 dead, 316 injured after first day of Russian invasion""",War
"""Ominous road markings appear in Ukraine as Russian troops advance""",War
"""Large show of support for Ukraine at Vancouver rally""",War
"""Biden takes veiled swipe at China in condemning Russia backers on Ukraine""",War
"""5 things to know as Russia presses into Ukraine""",War
"""The Weeknd Comments After Badly Timed Tweet Amid Invasion Of Ukraine""",War
"""Russia attacks Ukraine: Modi tells Putin to end violence; Biden says US in talks with India - The Indian Express""",War
"""Markets dive as Putin attacks Ukraine""",War
"""BBC QT: 'Has history taught us nothing?' Audience member slams UK intervention in Ukraine""",War
"""Russia-Ukraine war news updates: West remains divided over cutting off Swift payment system""",War
"""Ukraine&#039;s president stays put as Russian invaders advance""",War
"""Ukraine basketballers get standing ovation in Spain after emotional loss""",War
"""US Fed official sees big hike at March meeting, warns of Ukraine impact""",War
"""Actor Sean Penn in Ukraine filming a documentary on Russian invasion""",War
"""Actor Sean Penn in Ukraine filming a documentary on Russian invasion""",War
"""UN gives US$20 million to scale up Ukraine humanitarian aid""",War
"""Amid Russia attack on Ukraine, Cruz pushes to make Nord Stream 2 sanctions permanent""",War
"""Uncertainty Reigns Over Effect Of Russia-Ukraine War on Bay Area, U.S. Economy""",War
"""Victory for Ukraine as troops halt Russian advance - ‘Fierce resistance!’""",War
"""Boxing greats Vitali, Wladimir Klitschko to defend native Ukraine""",War
"""Expert says Russia's Ukraine invasion will result in 'horrific scenes,' could be launch of 'Cold War 2.0'""",War
"""'The Five' on Russia-Ukraine conflict""",War
"""Ukraine’s president stays put as Russian invaders advance""",War
"""Australia to send military equipment, medical supplies to Ukraine""",War
"""Sean Penn visits Ukraine to make documentary on Russian invasion""",War
"""Ukraine’s president stays put as Russian invaders advance""",War
"""Ukraine claims 137 civilians, soldiers killed in Russian invasion""",War
"""Big Oil CEO responds to Biden: We would never 'take advantage of' war in Ukraine - CNN""",War
"""Bursa follows Wall Street higher as investors look past Ukraine conflict""",War
"""Australia to send military equipment, medical supplies to Ukraine""",War
"""Australia to send military equipment, medical supplies to Ukraine""",War
"""Australia to send military equipment, medical supplies to Ukraine""",War
"""AnnaLynne McCord's 'tone-deaf' Putin post over Ukraine slammed""",War
"""Ukraine president orders full military deployment to face Russian invasion""",War
"""UN gives $20 million to scale up Ukraine humanitarian aid""",War
"""UN gives $20 million to scale up Ukraine humanitarian aid""",War
"""Oscar-winning actor in Ukraine filming documentary on Russian invasion""",War
"""LIVE news: President Zelensky says Ukraine 'left alone' to fight Russia""",War
"""Canada, allies bring in stronger sanctions after Russia strikes Ukraine""",War
"""Canada, allies bring in stronger sanctions after Russia strikes Ukraine""",War
"""What happened in Ukraine today? Latest updates here""",War
"""Ukraine orders general mobilization, presenting 'fierce resistance' to Russia's invasion (World)""",War
"""WRAPUP 1-Ukraine's president stays put as Russian invaders advance""",War
"""Financial expert Kelly Brothers talks about impacts from war in Ukraine""",War
"""Blinken says Putin has his sights on countries beyond Ukraine""",War
"""Have your say: Is Canada doing enough to support Ukraine?""",War
"""Peta Murgatroyd Asks Fans to Pray for Maksim Chmerkovskiy While He Is in Ukraine: 'My Pain Is Overwhelming'""",War
"""What does Russia’s invasion of Ukraine mean for Chernobyl?""",War
"""Yaremchuk shows shirt of support for Ukraine""",War
"""Biggest build-up in Europe since 1945: Russian invasion of Ukraine rattles global markets""",War
"""World stocks plunge, oil tops $100 as Russia invades Ukraine""",War
"""Bradford Council Leader: Events in Ukraine deeply concerning""",War
"""India watching the situation unfolding in Ukraine, LIC IPO on track - Economic Times""",War
"""The plight of Ukraine’s mothers and fathers has broken the world’s heart""",War
"""The plight of Ukraine’s mothers and fathers has broken the world’s heart""",War
"""Exclusive-Ukraine calls on hacker underground to defend against Russia""",War
"""Where is Ukraine located? A brief look into one of Europe's largest, poorest countries""",War
"""Ukraine death toll hits 137 with 316 wounded as Russian assault intensifies""",War
"""Russia ramps up aid to banks, forex market after invasion of Ukraine""",War
